"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"302","Ben Chiarot","WPG","D","78","1452.0666666667","5","15","10","5","20","40.00","111","4.50","3.9","231","152","44","5","3","11","62","23","21","0","2","9","65","20","171","136","139","0","0","-"
"318","Radko Gudas","PHI","D","77","1376.4","4","16","7","9","20","36.36","136","2.94","3.79","291","206","44","6","4","19","63","27","24","3","0","16","59","23","255","109","133","0","0","-"
"389","Jesper Fast","NYR","R","66","1037.55","8","12","4","8","20","54.05","80","10.00","10.97","120","99","94","67","5","8","26","13","13","0","0","16","24","25","120","97","47","7","13","35.00"
"417","Travis Boyd","WSH","C","53","520.9","5","15","9","6","20","71.43","35","14.29","4.06","77","58","57","23","2","4","6","3","3","0","0","6","15","14","13","66","21","76","134","36.19"
"460","Adam Larsson","EDM","D","82","1773.1","3","17","8","9","20","37.04","117","2.56","3.93","244","170","53","5","0","12","44","22","22","0","0","9","68","25","256","129","128","0","0","-"
"573","Ben Hutton","VAN","D","69","1542.55","5","15","5","10","20","37.04","114","4.39","4.37","255","156","62","7","5","10","43","16","14","1","1","8","30","27","55","120","102","0","0","-"
"582","Danny DeKeyser","DET","D","52","1142.3","5","15","12","3","20","40.00","59","8.47","2.98","132","87","39","8","2","5","39","18","17","1","0","10","30","14","79","92","94","0","0","-"
"584","Carter Rowney","ANA","C, R","62","778.16666666667","7","13","8","5","20","90.91","53","13.21","7.09","89","74","52","32","3","9","12","6","6","0","0","6","26","22","178","96","35","171","176","49.28"
"618","Ryan Hartman","NSH","R","64","859.95","10","10","3","7","20","50.00","113","8.85","9.99","193","146","112","47","10","9","44","18","16","2","0","23","32","30","69","82","21","2","11","15.38"
"621","Adam Erne","T.B","L","65","685.63333333333","7","13","6","7","20","58.82","70","10.00","6.52","135","103","83","37","8","8","40","13","10","2","1","12","8","16","159","55","26","11","12","47.83"
"629","Robert Hagg","PHI","D","82","1389.5166666667","5","15","10","5","20","34.48","86","5.81","4.86","198","135","43","10","4","14","63","24","22","1","1","9","39","4","258","114","158","0","0","-"
"641","Zach Sanford","STL","L","60","754.73333333333","8","12","8","4","20","64.52","77","10.39","7.85","141","109","91","46","7","9","21","9","8","1","0","4","14","31","48","77","37","8","5","61.54"
"678","Jordan Oesterle","ARI","D","71","1341.6166666667","6","14","6","8","20","33.90","77","7.79","4.09","215","135","43","3","3","14","12","6","6","0","0","6","50","23","58","148","139","0","0","-"
"759","Ondrej Kase","ANA","R","30","469.73333333333","11","9","5","4","20","74.07","95","11.58","9","165","129","98","42","15","2","2","1","1","0","0","6","18","15","17","37","11","9","18","33.33"
"873","Jakob Chychrun","ARI","D","53","1073.5","5","15","5","10","20","43.48","117","4.27","8.09","255","186","81","25","5","17","28","14","14","0","0","9","38","20","74","92","77","0","0","-"
"24","Johnny Boychuk","NYI","D","74","1393.4","3","16","8","8","19","31.67","157","1.91","5.31","324","226","61","8","4","25","25","11","10","1","0","10","56","10","144","137","120","0","0","-"
"42","Brian Boyle","N.J","C","47","649.65","13","6","4","2","19","48.72","81","16.05","9.29","133","110","91","48","7","8","22","10","10","0","0","9","13","15","88","37","36","103","102","50.24"
"92","James Neal","CGY","L","63","942.36666666667","7","12","8","4","19","48.72","141","4.96","12.92","235","192","139","54","3","15","28","13","13","0","0","13","35","11","46","48","19","5","6","45.45"
"94","Justin Abdelkader","DET","L","71","1093.3166666667","6","13","6","7","19","57.58","95","6.32","10.5","159","135","94","55","3","11","38","16","14","2","0","15","40","9","185","66","34","52","51","50.49"
"202","Zach Bogosian","BUF","D","65","1405.7333333333","3","16","6","10","19","33.93","93","3.23","3.47","181","124","42","10","4","8","52","20","16","4","0","7","46","17","83","41","116","0","0","-"
"223","Travis Hamonic","CGY","D","69","1439.7333333333","7","12","7","5","19","23.17","128","5.47","4.73","286","194","53","8","1","12","33","15","14","1","0","11","62","37","44","132","167","0","1","0.00"
"269","Magnus Paajarvi","OTT","L","80","1077.5","11","8","2","6","19","63.33","119","9.24","10.57","177","154","99","46","6","17","6","3","3","0","0","5","16","18","65","79","67","7","9","43.75"
"287","Marcus Foligno","MIN","L","82","981.55","7","12","7","5","19","65.52","91","7.69","9.52","152","125","86","50","2","17","55","20","15","5","0","16","13","31","206","81","43","13","15","46.43"
"363","Chris Wagner","BOS","R","76","1022.4","12","7","4","3","19","57.58","135","8.89","13.76","216","179","136","64","11","13","51","17","13","3","1","14","21","21","247","121","38","54","66","45.00"
"441","Scott Mayfield","NYI","D","79","1480.0166666667","4","15","5","10","19","33.33","104","3.85","4.54","274","162","57","10","0","16","68","24","19","4","1","19","72","10","118","79","159","0","1","0.00"
"503","Pontus Aberg","ANA","L","37","577.86666666667","11","8","4","4","19","61.29","74","14.86","7.43","153","109","80","28","2","9","14","7","7","0","0","11","31","13","31","35","7","2","9","18.18"
"604","Anthony Duclair","CBJ","L","53","652.38333333333","11","8","3","5","19","61.29","92","11.96","8.72","155","121","79","40","9","11","12","6","6","0","0","14","19","22","24","53","21","2","13","13.33"
"681","Garnet Hathaway","CGY","R","76","800.01666666667","11","8","2","6","19","61.29","77","14.29","8.56","136","108","90","44","8","5","56","21","18","2","1","28","29","23","200","101","36","7","8","46.67"
"724","Marcus Pettersson","PIT","D","57","1022.75","2","17","7","10","19","36.54","72","2.78","2.93","176","114","32","6","2","9","49","16","12","3","1","9","33","22","85","171","76","1","0","100.00"
"769","Rasmus Andersson","CGY","D","79","1267.1166666667","2","17","6","11","19","29.69","115","1.74","3.74","222","148","30","6","5","9","23","6","4","1","1","12","45","24","52","98","83","0","0","-"
"807","Daniel Sprong","ANA","R","47","616.13333333333","14","5","3","2","19","76.00","109","12.84","8.69","192","154","75","25","5","9","10","5","5","0","0","6","27","16","23","41","9","3","9","25.00"
"947","David Kampf","CHI","C","63","876.98333333333","4","15","10","5","19","70.37","72","5.56","6.81","124","97","77","39","3","6","14","6","6","0","0","10","6","31","39","89","30","276","333","45.32"
"67","Blake Comeau","DAL","L","77","1210.9333333333","7","11","5","6","18","58.06","102","6.86","9.89","178","139","105","48","12","17","42","21","21","0","0","17","36","39","208","84","40","25","32","43.86"
"185","Alec Martinez","L.A","D","60","1281.7833333333","4","14","6","8","18","33.96","78","5.13","4.22","170","113","54","11","3","11","8","4","4","0","0","4","70","12","78","79","135","0","0","-"
"216","Tyler Ennis","TOR","C, L","51","506.9","12","6","5","1","18","81.82","81","14.81","9.01","123","108","78","37","3","4","2","1","1","0","0","7","21","19","49","65","14","1","0","100.00"
"282","Brandon Pirri","VGK","C","31","447.86666666667","12","6","4","2","18","66.67","82","14.63","8.54","143","113","83","34","3","6","6","3","3","0","0","7","11","14","29","34","13","15","19","44.12"
"434","Josh Leivo","VAN","L","49","781.83333333333","10","8","6","2","18","40.91","113","8.85","10.57","203","155","119","50","5","12","25","7","5","1","1","5","17","22","22","36","18","4","9","30.77"
"467","Jonas Brodin","MIN","D","82","1684.55","4","14","6","8","18","36.73","111","3.60","4.26","211","142","46","10","8","11","30","15","15","0","0","10","20","29","61","105","135","0","0","-"
"517","Zemgus Girgensons","BUF","C","72","980.01666666667","5","13","6","7","18","69.23","78","6.41","7.21","132","112","72","43","2","5","17","7","6","1","0","12","11","21","144","106","29","28","41","40.58"
"528","Matt Grzelcyk","BOS","D","66","1262.65","3","15","7","8","18","31.03","90","3.33","3.72","183","135","31","3","2","9","68","23","19","2","2","8","39","28","46","99","60","0","0","-"
"530","Brendan Leipsic","L.A","L","45","636.53333333333","5","13","11","2","18","62.07","56","8.93","5.56","102","81","63","27","2","5","22","10","10","0","0","14","15","12","45","45","25","4","4","50.00"
"539","Jujhar Khaira","EDM","L","60","754.01666666667","3","15","11","4","18","69.23","64","4.69","5.96","106","84","72","33","5","5","43","13","9","3","1","10","26","22","123","83","33","55","71","43.65"
"586","Michael Raffl","PHI","L","67","764.83333333333","6","12","6","6","18","58.06","65","9.23","6.46","124","94","72","28","7","9","32","16","16","0","0","9","20","28","96","97","29","14","20","41.18"
"675","Ryan Carpenter","VGK","C","68","857.28333333333","5","13","5","8","18","56.25","102","4.90","10.26","175","141","110","54","6","7","8","4","4","0","0","7","17","30","126","116","17","161","145","52.61"
"711","Jared McCann","FLA","C","46","647.25","8","10","8","2","18","60.00","78","10.26","5.66","126","98","60","29","5","7","18","9","9","0","0","10","28","20","45","46","21","192","229","45.61"
"745","Devon Toews","NYI","D","48","858.98333333333","5","13","8","5","18","51.43","81","6.17","4.1","156","105","39","11","2","11","4","2","2","0","0","3","28","14","24","34","30","0","1","0.00"
"790","Christian Fischer","ARI","R","71","935.03333333333","11","7","4","3","18","58.06","116","9.48","11.19","194","154","121","66","13","13","27","12","11","1","0","12","12","12","124","117","19","2","5","28.57"
"824","Austin Czarnik","CGY","C","54","611.96666666667","6","12","6","6","18","69.23","65","9.23","7.57","121","92","78","24","7","5","8","4","4","0","0","10","15","24","10","52","24","30","34","46.88"
"839","Conor Garland","ARI","R","47","601.13333333333","13","5","0","5","18","60.00","118","11.02","9.59","179","153","93","42","5","8","12","6","6","0","0","6","10","25","33","78","17","10","8","55.56"
"891","Henrik Borgstrom","FLA","C","50","600.15","8","10","1","9","18","62.07","54","14.81","4.55","90","72","52","22","1","2","4","2","2","0","0","2","25","21","11","40","12","165","240","40.74"
"924","Michael Rasmussen","DET","C","62","748.71666666667","8","10","6","4","18","54.55","74","10.81","10.42","131","107","91","53","3","15","29","13","12","1","0","11","29","12","84","84","28","23","41","35.94"
"23","Jay Bouwmeester","STL","D","78","1616.9833333333","3","14","10","4","17","34.69","82","3.66","3.67","168","113","45","13","4","7","40","20","20","0","0","1","42","25","61","100","127","0","0","-"
"74","Ryan Callahan","T.B","R","52","579.23333333333","7","10","8","2","17","62.96","76","9.21","7.07","111","96","68","35","5","9","14","7","7","0","0","7","8","22","89","39","25","6","15","28.57"
"104","Darren Helm","DET","L","61","889.15","7","10","8","2","17","60.71","107","6.54","9.2","191","145","93","32","12","12","20","10","10","0","0","11","30","33","50","56","26","16","20","44.44"
"106","Anton Stralman","T.B","D","47","964.58333333333","2","15","5","10","17","35.42","57","3.51","2.01","121","78","25","4","1","10","8","4","4","0","0","2","16","25","59","68","71","0","0","-"
"288","Sami Vatanen","N.J","D","50","1086.4166666667","4","13","9","4","17","36.96","107","3.74","4.83","204","137","38","6","3","10","22","11","11","0","0","14","36","16","68","60","77","0","0","-"
"455","Scott Harrington","CBJ","D","73","952.48333333333","2","15","6","9","17","42.50","54","3.70","3.09","112","85","30","9","5","6","23","10","9","1","0","7","18","9","73","103","81","0","0","-"
"489","Barclay Goodrow","S.J","R","82","902.73333333333","7","10","3","7","17","50.00","84","8.33","7.28","145","120","84","35","10","8","76","21","13","6","2","15","17","35","125","107","68","296","255","53.72"
"538","Devin Shore","DAL","C","42","558.28333333333","5","12","7","5","17","85.00","44","11.36","4.25","76","58","44","23","4","1","7","2","1","1","0","6","13","16","42","45","33","30","30","50.00"
"560","Brett Kulak","MTL","D","57","1017.05","6","11","3","8","17","32.08","102","5.88","4.05","203","137","39","9","1","5","31","10","8","1","1","2","43","15","107","116","64","0","0","-"
"562","Cedric Paquette","T.B","C","80","960.26666666667","13","4","3","1","17","47.22","87","14.94","9.03","142","118","112","52","3","5","80","33","30","2","1","26","12","21","269","113","61","404","364","52.60"
"567","Matthew Benning","EDM","D","70","1046.1666666667","5","12","5","7","17","32.69","94","5.32","3.16","181","129","35","4","2","10","33","15","14","1","0","11","49","10","109","100","59","0","0","-"
"606","Sven Andrighetto","COL","R","64","708.38333333333","7","10","6","4","17","58.62","95","7.37","7.76","175","130","82","33","8","6","14","7","7","0","0","11","18","22","29","36","32","3","8","27.27"
"685","Tomas Nosek","VGK","L","68","848.01666666667","8","9","7","2","17","60.71","116","6.90","11.61","189","153","124","71","4","19","18","9","9","0","0","12","14","32","75","125","23","82","50","62.12"
"712","Jared McCann","PIT","C","32","485.75","11","6","4","2","17","77.27","72","15.28","5.83","114","89","49","18","6","7","13","5","4","1","0","6","16","15","32","49","30","83","91","47.70"
"777","Travis Dermott","TOR","D","64","1107.6333333333","4","13","5","8","17","37.78","98","4.08","3.63","208","142","43","8","8","6","22","11","11","0","0","11","55","26","100","128","57","0","0","-"
"861","Luke Kunin","MIN","C","49","778.38333333333","6","11","8","3","17","56.67","88","6.82","7.05","164","125","79","30","2","15","27","12","11","1","0","18","15","12","67","66","34","88","112","44.00"
"917","Zach Aston-Reese","PIT","C","43","587.23333333333","8","9","3","6","17","65.38","76","10.53","7.08","124","102","61","37","7","4","26","10","8","2","0","9","11","17","138","68","37","8","10","44.44"
"98","Kris Russell","EDM","D","72","1470.7666666667","3","13","4","9","16","27.12","63","4.76","2.97","142","92","36","7","1","7","27","12","11","1","0","8","71","21","93","135","185","0","0","-"
"108","Dan Girardi","T.B","D","62","1103.6166666667","4","12","1","11","16","29.09","75","5.33","3.88","131","96","37","9","3","11","12","6","6","0","0","2","25","8","151","83","108","0","0","-"
"112","Alex Biega","VAN","D","41","724.51666666667","2","14","7","7","16","48.48","91","2.20","3.04","183","129","47","10","6","9","22","10","10","0","0","5","17","4","101","84","43","0","0","-"
"131","Michael Grabner","ARI","R","41","590.01666666667","9","7","5","2","16","72.73","65","13.85","7.78","101","85","68","42","6","9","8","4","4","0","0","5","19","31","28","12","15","5","7","41.67"
"155","Justin Braun","S.J","D","78","1583.9166666667","2","14","7","7","16","32.65","105","1.90","3.5","223","155","40","10","5","17","35","16","15","1","0","6","51","34","121","150","120","0","0","-"
"184","Jake Muzzin","TOR","D","30","630.91666666667","5","11","3","8","16","43.24","63","7.94","2.62","146","92","33","2","1","8","14","7","7","0","0","8","43","11","61","70","42","0","0","-"
"277","Brayden McNabb","VGK","D","81","1577.7666666667","4","12","7","5","16","22.86","84","4.76","3.74","184","115","46","7","3","12","52","26","26","0","0","6","38","37","200","103","139","0","0","-"
